profitability,title,release_date
1,Trance,2013-03-27
1,Snitch,2013-02-21
1,"The Princess Bride",1987-09-18
1,"Confessions of a Teenage Drama Queen",2004-02-17
1,"Love & Basketball",2000-04-21
1,"The Craft",1996-05-03
1,Flicka,2006-10-20
1,"The Marine",2006-10-13
1,Keanu,2016-04-21
1,"Country Strong",2010-12-22
1,"Disturbing Behavior",1998-07-24
1,Firestarter,1984-05-11
1,"U2 3D",2007-05-19
1,"Whip It",2009-09-13
1,"The Man with the Iron Fists",2012-11-02
1,"A Mighty Heart",2007-01-01
1,"Kiss Kiss Bang Bang",2005-09-05
1,"Mulholland Drive",2001-05-16
1,"Ong Bak 2",2008-12-04
1,Khumba,2013-07-18
1,"Sarah's Key",2010-09-16
1,"Poetic Justice",1993-07-23
1,"All About the Benjamins",2002-03-08
1,"Vampire in Brooklyn",1995-10-27
1,"A Perfect Getaway",2009-06-08
1,"Our Family Wedding",2010-03-12
1,"Tea with Mussolini",1999-03-25
1,"I Think I Love My Wife",2007-03-16
1,"Jason X",2001-07-24
1,"The Diving Bell and the Butterfly",2007-05-22
1,"Seven Psychopaths",2012-09-07
1,"The Last Godfather",2010-12-29
1,"Being John Malkovich",1999-09-30
1,Crazy/Beautiful,2001-06-29
1,54,1998-08-28
1,Admission,2013-03-21
1,"Antwone Fisher",2002-12-19
1,"The Boy in the Striped Pyjamas",2008-05-07
1,Machete,2010-09-01
1,Rounders,1998-09-11
1,"Stir of Echoes",1999-09-10
1,Aquamarine,2006-03-03
1,Nebraska,2013-09-21
1,"Max Keeble's Big Move",2001-10-05
1,"Young Adult",2011-12-16
1,"Living Out Loud",1998-10-30
1,Stoker,2013-02-28
1,2046,2004-05-20
1,Brother,2000-09-09
1,"Barry Lyndon",1975-12-18
1,Frailty,2001-11-17
1,"An Ideal Husband",1999-04-15
1,"In the Land of Women",2007-04-16
1,"Friday After Next",2002-11-22
1,Sparkle,2012-08-17
1,Rushmore,1998-09-17
1,"Mo' Better Blues",1990-08-03
1,"The Long Riders",1980-05-12
1,"The Matador",2005-05-12
1,"Office Space",1999-02-19
1,"Drop Dead Gorgeous",1999-07-23
1,"American History X",1998-10-30
1,"Danny Collins",2015-03-19
1,Adventureland,2009-04-03
1,"Poltergeist III",1988-06-10
1,"Loose Cannons",2010-02-12
1,"Boiler Room",2000-02-18
1,"The Namesake",2006-09-02
1,"New Nightmare",1994-10-13
1,"Bon Cop Bad Cop",2006-07-06
1,"The Boondock Saints II: All Saints Day",2009-11-24
1,"Shadow of the Vampire",2000-05-15
1,Prom,2011-04-29
1,Shopgirl,2005-10-21
1,Narc,2002-01-14
1,Extract,2009-09-03
1,"Harry Brown",2009-11-11
1,"The Last Temptation of Christ",1988-08-12
1,"Outside Providence",1999-08-16
1,"The Snow Queen",2012-10-11
1,"Stargate: The Ark of Truth",2008-03-11
1,"Dazed and Confused",1993-09-24
1,Incendies,2010-09-04
1,"The Andromeda Strain",1971-03-12
1,"Layer Cake",2004-09-30
1,"Mr. Nice Guy",1997-01-31
1,Bernie,2012-04-27
1,"Dolphins and Whales: Tribes of the Ocean",2008-02-15
1,"200 Cigarettes",1999-02-26
1,"City Island",2009-03-06
1,"The Virgin Suicides",1999-04-21
1,"The Train",1964-09-21
1,Crossover,2006-09-01
1,"Our Idiot Brother",2011-08-26
1,"Fifty Shades of Black",2016-01-28
1,"Force 10 from Navarone",1978-11-01
1,"Once Upon a Time in the West",1968-12-21
1,Made,2001-07-13
1,Moon,2009-06-12
1,"The Machinist",2004-02-09
1,"Rabbit Hole",2010-12-16
1,"Tucker and Dale vs Evil",2010-01-22
1,"The Texas Chainsaw Massacre 2",1986-08-22
1,Bound,1996-09-13
1,"Requiem for a Dream",2000-10-27
1,"The Sweeney",2012-09-11
1,"The Wash",2001-11-16
1,"3 Strikes",2000-03-01
1,Topaz,1969-12-18
1,"Let's Go to Prison",2006-11-17
1,"Four Rooms",1995-12-09
1,"The Ballad of Cable Hogue",1970-05-13
1,"Evil Dead II",1987-03-13
1,"Troll Hunter",2010-10-29
1,Choke,2008-09-26
1,Beginners,2010-09-11
1,"Kama Sutra - A Tale of Love",1996-09-11
1,"Willy Wonka & the Chocolate Factory",1971-06-29
1,Jawbreaker,1999-01-30
1,Basquiat,1996-08-09
1,Demonic,2015-02-12
1,"Point Blank",1967-08-30
1,"Central Station",1998-01-16
1,"Pocketful of Miracles",1961-12-18
1,"Riding Giants",2004-07-09
1,"Robot & Frank",2012-08-16
1,"We Are Your Friends",2015-08-26
1,Captive,2015-09-17
1,"Full Frontal",2002-08-02
1,"Happy, Texas",1999-12-03
1,"Buffalo '66",1998-01-20
1,"Repo Man",1984-02-20
1,Shalako,1968-11-06
1,Airborne,1993-09-17
1,"From a Whisper to a Scream",1987-09-25
1,"The Green Inferno",2014-09-04
1,"Who Killed the Electric Car?",2006-08-04
1,"The Broken Hearts Club: A Romantic Comedy",2000-02-01
1,"4 Months, 3 Weeks and 2 Days",2007-08-24
1,"For a Good Time, Call...",2012-08-31
1,"Ruby in Paradise",1993-10-08
1,"Sholem Aleichem: Laughing In The Darkness",2012-02-24
1,"Mean Creek",2004-01-15
1,"The Birth of a Nation",2016-09-09
0,"The Lone Ranger",2013-07-03
0,"Evan Almighty",2007-06-09
0,"The Lovers",2015-02-13
0,"47 Ronin",2013-12-06
0,"The Wolfman",2010-02-11
0,"Mars Needs Moms",2011-03-09
0,"Flushed Away",2006-10-22
0,Pan,2015-09-24
0,Stealth,2005-07-28
0,Sahara,2005-04-06
0,"Final Fantasy: The Spirits Within",2001-07-02
0,Australia,2008-11-18
0,R.I.P.D.,2013-07-18
0,"The 13th Warrior",1999-08-27
0,"Speed Racer",2008-05-09
0,"How Do You Know",2010-12-17
0,Windtalkers,2002-06-14
0,"The Aviator",2004-12-17
0,"Home on the Range",2004-04-02
0,"Around the World in 80 Days",2004-06-16
0,Ali,2001-12-11
0,"Town & Country",2001-04-27
0,Catwoman,2004-07-22
0,"Treasure Planet",2002-11-26
0,"Land of the Lost",2009-06-05
0,"Son of the Mask",2005-02-18
0,"In the Heart of the Sea",2015-11-20
0,"The Adventures of Pluto Nash",2002-08-15
0,"Green Zone",2010-03-11
0,"The Road to El Dorado",2000-03-31
0,"The Alamo",2004-04-07
0,"Cutthroat Island",1995-12-22
0,Ben-Hur,2016-08-17
0,"Mission to Mars",2000-03-10
0,"Bicentennial Man",1999-12-17
0,Volcano,1997-04-25
0,"K-19: The Widowmaker",2002-07-19
0,"The Nutcracker: The Untold Story",2010-11-24
0,"The Rundown",2003-09-26
0,"Collateral Damage",2002-02-06
0,"Scott Pilgrim vs. the World",2010-07-27
0,Dredd,2012-09-07
0,"RED 2",2013-07-18
0,"Mighty Joe Young",1998-12-25
0,"What Dreams May Come",1998-10-02
0,"Little Nicky",2000-11-10
0,"Thirteen Days",2000-12-24
0,"Battlefield Earth",2000-05-10
0,"Looney Tunes: Back in Action",2003-11-14
0,Nine,2009-12-03
0,Timeline,2003-11-26
0,"The Postman",1997-12-25
0,"Babe: Pig in the City",1998-11-25
0,"Red Planet",2000-11-10
0,"A Sound of Thunder",2005-05-15
0,Pompeii,2014-02-18
0,"Top Cat Begins",2015-10-30
0,"The Invasion",2007-08-17
0,"The Adventures of Rocky & Bullwinkle",2000-06-30
0,"Children of Men",2006-09-22
0,"Exorcist: The Beginning",2004-08-20
0,"Inspector Gadget",1999-07-23
0,Spanglish,2004-12-17
0,Bandits,2001-10-12
0,"Anna and the King",1999-12-16
0,"Titan A.E.",2000-06-16
0,"Hollywood Homicide",2003-06-09
0,Soldier,1998-10-23
0,Monkeybone,2001-02-23
0,"Flight of the Phoenix",2004-12-17
0,Sphere,1998-02-13
0,"Funny People",2009-07-31
0,"The Majestic",2001-12-21
0,Driven,2001-04-27
0,"Two Brothers",2004-04-07
0,"Lady in the Water",2006-07-21
0,"The Dilemma",2011-01-13
0,"Bad Company",2002-06-07
0,Doom,2005-10-20
0,"I Spy",2002-10-31
0,"Rock of Ages",2012-06-13
0,"Hart's War",2002-02-15
0,"Killer Elite",2011-09-23
0,"Ballistic: Ecks vs. Sever",2002-09-20
0,"Hard Rain",1998-01-16
0,"Osmosis Jones",2001-08-07
0,"Legends of Oz: Dorothy's Return",2013-06-13
0,Blackhat,2015-01-13
0,"Sky Captain and the World of Tomorrow",2004-09-17
0,"Basic Instinct 2",2006-03-29
0,"The Legend of Hercules",2014-01-10
0,"Money Train",1995-11-21
0,Agora,2009-05-17
0,"Mystery Men",1999-08-06
0,"The Insider",1999-10-28
0,"The Finest Hours",2016-01-25
0,"The Last Legion",2007-04-19
0,"Mona Lisa Smile",2003-12-19
0,"Primary Colors",1998-03-20
0,"Proof of Life",2000-12-08
0,"Zathura: A Space Adventure",2005-11-06
0,"We Are Marshall",2006-12-12
0,"Hudson Hawk",1991-05-23
0,"Lucky Numbers",2000-10-27
0,"Oliver Twist",2005-09-23
0,"Sin City: A Dame to Kill For",2014-08-20
0,"Astro Boy",2009-10-15
0,"Wyatt Earp",1994-06-24
0,"The Love Guru",2008-06-20
0,"3000 Miles to Graceland",2001-02-23
0,"Blades of Glory",2007-03-30
0,"The Family Man",2000-12-12
0,"This Is It",2009-10-28
0,"A Civil Action",1998-03-05
0,"Up Close & Personal",1996-03-01
0,"The Tale of Despereaux",2008-12-19
0,"Jack Ryan: Shadow Recruit",2014-01-15
0,"Practical Magic",1998-10-16
0,"Reign of Fire",2002-07-12
0,Duplicity,2009-03-19
0,"My Favorite Martian",1999-02-11
0,"Edge of Darkness",2010-01-29
0,"The Relic",1997-01-10
0,"Analyze That",2002-12-06
0,"Mercury Rising",1998-04-03
0,"The Soloist",2009-04-24
0,"The Legend of Bagger Vance",2000-11-02
0,"Almost Famous",2000-09-15
0,"Sinbad: Legend of the Seven Seas",2003-07-02
0,"Event Horizon",1997-08-15
0,Dragonfly,2002-02-22
0,"The Black Dahlia",2006-09-15
0,Flyboys,2006-09-22
0,"The Last Castle",2001-10-19
0,Supernova,2000-01-14
0,"Winter's Tale",2014-02-13
0,"Meet Dave",2008-07-08
0,"Dark Water",2005-06-27
0,Edtv,1999-03-26
0,Inkheart,2008-12-11
0,"The Spirit",2008-12-25
0,Mortdecai,2015-01-21
0,"In the Name of the King: A Dungeon Siege Tale",2007-11-29
0,"Beyond Borders",2003-10-23
0,"The Great Raid",2005-08-12
0,"Holy Man",1998-10-08
0,"The Flintstones in Viva Rock Vegas",2000-04-28
0,Leatherheads,2008-03-24
0,"The Ridiculous 6",2015-12-11
0,"The Internship",2013-06-07
0,"Red Tails",2012-01-19
0,"That's My Boy",2012-06-14
0,"George of the Jungle",1997-07-15
0,Bowfinger,1999-08-12
0,Ronin,1998-09-25
0,"The Hunted",2003-03-11
0,Instinct,1999-06-04
0,"Stuck on You",2003-12-10
0,"The Fan",1996-08-15
0,"Æon Flux",2005-11-30
0,"Gods and Generals",2003-02-21
0,Turbulence,1997-01-09
0,"Imagine That",2009-06-19
0,Thunderbirds,2004-07-23
0,"A Very Long Engagement",2004-10-26
0,D-Tox,2002-01-04
0,"Bullet to the Head",2013-01-31
0,Elizabethtown,2005-10-06
0,Gigli,2003-08-01
0,"All the King's Men",2006-09-10
0,"Domestic Disturbance",2001-10-30
0,"Flags of Our Fathers",2006-10-18
0,Grindhouse,2007-04-06
0,"Man on the Moon",1999-12-22
0,"Bulletproof Monk",2003-03-28
0,"Christmas with the Kranks",2004-11-24
0,"G.I. Jane",1997-08-22
0,"The Negotiator",1998-07-29
0,"Gremlins 2: The New Batch",1990-06-15
0,"The Peacemaker",1997-09-26
0,"Bridget Jones: The Edge of Reason",2004-11-10
0,"On Deadly Ground",1994-02-18
0,"Raising Helen",2004-05-27
0,"For Love of the Game",1999-09-17
0,Assassins,1995-10-06
0,Basic,2003-04-18
0,"Blood Work",2002-08-04
0,"Escape from L.A.",1996-08-09
0,"The Iron Giant",1999-08-06
0,"The Life Aquatic with Steve Zissou",2004-12-10
0,"Free State of Jones",2016-06-24
0,"The Life of David Gale",2003-02-21
0,"Man of the House",2005-02-25
0,"Into the Blue",2005-09-30
0,"Your Highness",2011-04-08
0,"Dream House",2011-09-30
0,"Mad City",1997-11-07
0,"Baby's Day Out",1994-07-01
0,"The Scarlet Letter",1995-10-13
0,Domino,2005-09-22
0,Jade,1995-10-13
0,Gamer,2009-09-03
0,"Death to Smoochy",2002-03-28
0,"The Big Bounce",2004-01-30
0,"What Planet Are You From?",2000-03-03
0,"Drive Angry",2011-02-24
0,"Street Fighter: The Legend of Chun-Li",2009-02-27
0,"The Adventures of Ford Fairlane",1990-07-11
0,"The Boat That Rocked",2009-04-01
0,"Child 44",2015-03-15
0,"The Cotton Club",1984-12-14
0,"Riding in Cars with Boys",2001-10-19
0,"Happily N'Ever After",2006-09-14
0,"Mary Reilly",1996-02-23
0,"Jonah Hex",2010-06-18
0,"The Infiltrator",2016-07-13
0,Inchon,1981-05-04
0,"Last Holiday",2006-01-13
0,"The River Wild",1994-09-30
0,"The Indian in the Cupboard",1995-07-14
0,Dune,1984-12-14
0,"The Glimmer Man",1996-10-04
0,Multiplicity,1996-07-19
0,"The Pledge",2001-01-09
0,"The Producers",2005-12-25
0,"The Phantom",1996-06-06
0,"All the Pretty Horses",2000-12-11
0,Nixon,1995-12-22
0,"Deep Rising",1998-01-30
0,"Miracle at St. Anna",2008-09-15
0,"Bangkok Dangerous",2008-08-21
0,"Big Trouble",2002-04-05
0,"Love in the Time of Cholera",2007-10-04
0,"Shadow Conspiracy",1997-01-31
0,Foodfight!,2012-06-15
0,"The Juror",1996-02-02
0,"Heaven's Gate",1980-11-19
0,"Victor Frankenstein",2015-11-10
0,"28 Days",2000-04-06
0,"The Mirror Has Two Faces",1996-11-15
0,"Brüno",2009-07-08
0,"15 Minutes",2001-03-01
0,"Super Mario Bros.",1993-05-28
0,"Lord of War",2005-09-16
0,"One for the Money",2012-01-26
0,"The Interview",2014-12-25
0,"The Warrior's Way",2010-12-02
0,Micmacs,2009-10-28
0,"The Medallion",2003-08-15
0,"The Big Year",2011-10-13
0,"Medicine Man",1992-02-07
0,"Ri¢hie Ri¢h",1994-12-19
0,"Autumn in New York",2000-08-11
0,"The Doors",1991-03-01
0,"Hanging Up",2000-02-16
0,"Drillbit Taylor",2008-03-20
0,"The Art of War",2000-08-23
0,Rent,2005-11-23
0,"Bless the Child",2000-08-11
0,"The Out-of-Towners",1999-04-02
0,"The Musketeer",2001-09-07
0,"The Other Boleyn Girl",2008-02-28
0,"Renaissance Man",1994-06-03
0,"Quest for Camelot",1998-05-15
0,"City By The Sea",2002-09-06
0,Showgirls,1995-09-22
0,"Kiss of Death",1995-04-21
0,"Get Carter",2000-10-06
0,Ishtar,1987-05-15
0,"Life or Something Like It",2002-04-26
0,"Memoirs of an Invisible Man",1992-02-28
0,Alfie,2004-10-22
0,"Big Miracle",2012-02-02
0,"The Deep End of the Ocean",1999-03-12
0,FearDotCom,2002-08-09
0,"Cirque du Freak: The Vampire's Assistant",2009-10-23
0,Duplex,2003-09-26
0,"Universal Soldier: The Return",1999-08-05
0,Pandorum,2009-09-08
0,Impostor,2001-12-03
0,"Extreme Ops",2002-11-27
0,Sunshine,2007-04-05
0,"A Thousand Words",2012-03-07
0,Delgo,2008-12-12
0,"The Gunman",2015-02-16
0,Stormbreaker,2006-07-21
0,Hackers,1995-09-14
0,"The Hudsucker Proxy",1994-03-11
0,"The Warlords",2007-12-12
0,"Nomad: The Warrior",2005-07-17
0,"A Monster in Paris",2011-10-12
0,Frankenweenie,2012-10-04
0,Serenity,2005-08-25
0,"Against the Ropes",2004-02-20
0,"Dragon Nest: Warriors' Dawn",2014-05-20
0,Heartbreakers,2001-03-23
0,"Angel Eyes",2001-05-15
0,"Joe Somebody",2001-12-21
0,"Extreme Measures",1996-09-27
0,"Rock Star",2001-09-04
0,"White Squall",1996-02-02
0,Switchback,1997-10-31
0,"City of Ember",2008-10-07
0,"The Master",2012-09-07
0,"Virgin Territory",2007-12-17
0,"The Express",2008-10-10
0,"The Inhabited Island",2008-12-18
0,"Reindeer Games",2000-02-25
0,Aloha,2015-05-27
0,Gattaca,1997-09-07
0,"Isn't She Great",2000-01-28
0,"In & Out",1997-09-10
0,"The Nativity Story",2006-12-01
0,Untraceable,2008-01-22
0,"Flash Gordon",1980-09-01
0,"Alex Cross",2012-10-18
0,"Midnight in the Garden of Good and Evil",1997-11-21
0,Heist,2015-11-13
0,Hoffa,1992-12-25
0,"Ella Enchanted",2004-04-09
0,Valiant,2005-03-25
0,"Wonder Boys",2000-02-22
0,"Superhero Movie",2008-03-27
0,"Broken City",2013-01-18
0,Cursed,2005-02-25
0,"Premium Rush",2012-08-24
0,"The Four Feathers",2002-09-08
0,Bait,2012-09-05
0,Krull,1983-07-29
0,"Flight of the Intruder",1991-01-18
0,"Walk Hard: The Dewey Cox Story",2007-12-21
0,"American Outlaws",2001-08-17
0,"The Young Victoria",2009-03-04
0,Whiteout,2009-09-09
0,"Knock Off",1998-09-04
0,Sabotage,2014-03-28
0,"The Order",2003-09-05
0,"Punisher: War Zone",2008-12-05
0,Zoom,2006-08-11
0,"Radio Flyer",1992-02-21
0,"Bound by Honor",1993-02-05
0,"Smilla's Sense of Snow",1997-02-13
0,"Femme Fatale",2002-11-06
0,"Lion of the Desert",1981-04-17
0,"The Horseman on the Roof",1995-09-20
0,"Ride with the Devil",1999-11-24
0,Bandidas,2006-01-18
0,"Unfinished Business",2015-03-05
0,"The Age of Innocence",1993-09-17
0,"The Fountain",2006-09-06
0,"Chill Factor",1999-09-01
0,Stolen,2012-05-17
0,"The Astronaut's Wife",1999-08-26
0,"I Dreamed of Africa",2000-05-05
0,"Playing for Keeps",2012-11-29
0,"Mandela: Long Walk to Freedom",2013-12-06
0,"Thunder and the House of Magic",2013-12-24
0,"The Watcher",2000-09-08
0,"Goal!: The Dream Begins",2005-06-06
0,"Pushing Tin",1999-04-23
0,Doomsday,2008-03-14
0,Wanderlust,2012-02-23
0,"Snow Dogs",2002-01-18
0,"The Big Wedding",2013-04-25
0,"The Young and Prodigious T.S. Spivet",2013-10-16
0,1941,1979-12-13
0,"The Quick and the Dead",1995-02-09
0,"Bringing Out the Dead",1999-10-22
0,"Repo Men",2010-03-18
0,"Dragon Wars: D-War",2007-02-08
0,Bogus,1996-09-06
0,"The Incredible Burt Wonderstone",2013-03-14
0,"Cats Don't Dance",1997-03-26
0,"The Good German",2006-12-08
0,"George and the Dragon",2004-03-28
0,Criminal,2016-04-14
0,"Hearts in Atlantis",2001-09-07
0,"Extraordinary Measures",2010-01-21
0,"Like Mike",2002-07-03
0,"Letters to Juliet",2010-05-14
0,"What's the Worst That Could Happen?",2001-05-31
0,"Winnie the Pooh",2011-04-13
0,Bulworth,1998-05-15
0,Virtuosity,1995-08-04
0,"Deliver Us from Evil",2014-07-01
0,"Little Black Book",2004-08-06
0,"Mr. 3000",2004-06-15
0,"The Replacement Killers",1998-02-06
0,Fled,1996-07-19
0,"88 Minutes",2007-02-14
0,"North Country",2005-02-12
0,"The Whole Ten Yards",2004-04-07
0,Splice,2009-10-06
0,"The Cave",2005-08-25
0,"Alex & Emma",2003-06-16
0,"Wicker Park",2004-09-03
0,"Wing Commander",1999-03-11
0,"Dragonball Evolution",2009-04-01
0,"The Last Stand",2013-01-12
0,"Chasing Liberty",2004-01-09
0,"Hoodwinked Too! Hood VS. Evil",2011-04-29
0,"An Unfinished Life",2005-09-09
0,"Barney's Version",2010-10-26
0,Antitrust,2001-01-12
0,"Once Upon a Time in America",1984-02-16
0,"DOA: Dead or Alive",2006-09-07
0,"The Assassination of Jesse James by the Coward Robert Ford",2007-09-02
0,1911,2011-07-03
0,"Wild Card",2015-01-14
0,"Machine Gun Preacher",2011-09-23
0,"Goodbye Bafana",2007-02-11
0,"United Passions",2014-06-19
0,"Grace of Monaco",2014-05-14
0,"Savva. Heart of the Warrior",2015-11-12
0,"Ripley's Game",2002-09-02
0,"The Borrowers",1997-12-05
0,"Serving Sara",2002-08-20
0,"The Jacket",2005-03-04
0,"Space Pirate Captain Harlock",2013-09-07
0,"Winged Migration",2001-12-12
0,"Mystery, Alaska",1999-10-01
0,"A Simple Wish",1997-07-11
0,"Ghosts of Mars",2001-08-24
0,"Our Brand Is Crisis",2015-09-11
0,"Pride and Prejudice and Zombies",2016-02-04
0,Kundun,1997-12-25
0,"How to Lose Friends & Alienate People",2008-10-02
0,Alatriste,2006-09-01
0,Rendition,2007-09-07
0,"Divine Secrets of the Ya-Ya Sisterhood",2002-06-07
0,"The Right Stuff",1983-10-20
0,Anonymous,2011-10-21
0,"The NeverEnding Story",1984-04-05
0,"Return to Oz",1985-06-21
0,"Suspect Zero",2004-08-27
0,Mindhunters,2004-05-07
0,"What Just Happened",2008-10-17
0,Silverado,1985-07-10
0,"Original Sin",2001-08-03
0,"Welcome to Mooseport",2004-02-24
0,"Blood and Wine",1996-10-03
0,"Snow White: A Tale of Terror",1997-07-18
0,"Accidental Love",2015-02-10
0,Flipper,1996-05-17
0,"The Fifth Estate",2013-10-11
0,"Forbidden Kingdom",2014-01-30
0,"Nothing to Lose",1997-07-18
0,"The Wild Thornberrys Movie",2002-12-20
0,"Blood Ties",2013-08-22
0,Kingpin,1996-07-04
0,"He Got Game",1998-05-01
0,"Don Juan DeMarco",1994-10-01
0,"The Losers",2010-04-23
0,"Punch-Drunk Love",2002-10-25
0,EuroTrip,2004-02-20
0,"Half Past Dead",2002-11-15
0,"Unaccompanied Minors",2006-12-08
0,"The Greatest Game Ever Played",2005-09-30
0,"The Ruins",2008-04-02
0,"The Next Best Thing",2000-03-03
0,"My Soul to Take",2010-10-08
0,"Shark Night",2011-09-02
0,Lifeforce,1985-06-20
0,"The Conspirator",2010-09-10
0,"Lords of Dogtown",2005-06-03
0,"The 33",2015-08-06
0,"Big Trouble in Little China",1986-05-30
0,Warrior,2011-09-09
0,"Michael Collins",1996-10-25
0,Stop-Loss,2008-03-28
0,Abandon,2002-10-14
0,"Brokedown Palace",1999-08-13
0,"Mrs. Winterbourne",1996-04-19
0,"Straw Dogs",2011-09-16
0,"The Hoax",2006-10-14
0,"The Road",2009-11-25
0,Sheena,1984-08-17
0,"Say It Isn't So",2001-03-12
0,"The World's Fastest Indian",2005-10-12
0,"Tank Girl",1995-03-31
0,Blindness,2008-05-14
0,BloodRayne,2005-10-22
0,"Where the Truth Lies",2005-10-07
0,"Without Limits",1998-09-11
0,"Me and Orson Welles",2009-11-25
0,"The Bad Lieutenant: Port of Call - New Orleans",2009-09-11
0,"Space Dogs",2010-03-18
0,Ironclad,2011-03-03
0,Waterloo,1970-10-26
0,"Kung Fu Jungle",2014-10-31
0,"Red Sky",2014-03-12
0,"On the Road",2012-05-22
0,"Jane Got a Gun",2016-01-01
0,"I Still Know What You Did Last Summer",1998-11-13
0,"Nurse Betty",2000-09-08
0,"Girl, Interrupted",1999-12-21
0,"Win a Date with Tad Hamilton!",2004-01-23
0,"Muppets from Space",1999-07-14
0,"The Wiz",1978-10-24
0,"Ready to Rumble",2000-04-07
0,"Play It to the Bone",1999-12-25
0,"Beyond the Sea",2004-12-17
0,"Meet the Deedles",1998-03-27
0,"The Thief and the Cobbler",1993-09-23
0,Faster,2010-11-23
0,"Someone Like You...",2001-03-30
0,"The Adventurer: The Curse of the Midas Box",2013-12-05
0,"Anywhere But Here",1999-11-12
0,"The End of the Affair",1999-12-03
0,"Harley Davidson and the Marlboro Man",1991-08-23
0,Forsaken,2015-09-16
0,Cheri,2009-02-10
0,"Vanity Fair",2004-09-01
0,"Bodyguards and Assassins",2009-12-18
0,"The Water Diviner",2014-12-25
0,Shadowlands,1993-12-25
0,"Saving Silverman",2001-02-09
0,"The Glass House",2001-09-14
0,"Josie and the Pussycats",2001-04-06
0,"The Little Vampire",2000-10-27
0,"I Heart Huckabees",2004-09-10
0,"RoboCop 3",1993-04-17
0,"Dudley Do-Right",1999-08-27
0,"Joyeux Noël",2005-11-09
0,"Before I Go to Sleep",2014-09-03
0,Sorcerer,1977-06-24
0,Stone,2010-10-07
0,"Out of the Furnace",2013-12-06
0,"Arlington Road",1999-03-19
0,"South Park: Bigger, Longer & Uncut",1999-06-30
0,"Death at a Funeral",2007-02-09
0,"The Rage: Carrie 2",1999-03-11
0,"Away We Go",2009-06-05
0,"Swing Vote",2008-08-01
0,"Moonlight Mile",2002-09-09
0,"Tinker Tailor Soldier Spy",2011-09-16
0,"The Beaver",2011-02-11
0,eXistenZ,1999-04-14
0,Pulse,2006-08-11
0,Holes,2003-04-18
0,"One Missed Call",2008-01-04
0,"Eye for an Eye",1996-01-12
0,"Monte Carlo",2011-07-01
0,Shorts,2009-08-21
0,Vampires,1998-04-15
0,"Georgia Rule",2007-05-11
0,"Under the Rainbow",1981-07-31
0,Ladyhawke,1985-03-27
0,"Simon Birch",1998-09-11
0,"School for Scoundrels",2006-09-29
0,"The Country Bears",2002-07-26
0,Paparazzi,2004-09-03
0,"A Guy Thing",2003-01-17
0,"Capitalism: A Love Story",2009-09-06
0,"The Greatest Story Ever Told",1965-02-15
0,"Disaster Movie",2008-08-29
0,"The Man Who Knew Too Little",1997-11-14
0,Envy,2004-04-30
0,"One Night with the King",2006-10-13
0,"The Quiet American",2002-11-22
0,"The Weather Man",2005-10-20
0,Undisputed,2002-08-23
0,"12 Rounds",2009-03-19
0,"Triple 9",2016-02-19
0,"Deconstructing Harry",1997-08-26
0,"Three to Tango",1999-10-22
0,"We're No Angels",1989-12-15
0,"Everyone Says I Love You",1996-12-06
0,"Death Sentence",2007-08-31
0,"Everybody's Fine",2009-12-04
0,"Code Name: The Cleaner",2007-01-05
0,"Connie and Carla",2004-04-16
0,"Inherent Vice",2014-12-25
0,"Battle of the Year",2013-09-21
0,"An American Carol",2008-10-03
0,Willard,2003-03-14
0,"Little Boy",2015-04-23
0,"A Scanner Darkly",2006-05-25
0,"Alone in the Dark",2005-01-28
0,Bandslam,2009-08-06
0,Birth,2004-09-08
0,"A Most Violent Year",2014-12-30
0,"I'm Not There.",2007-10-01
0,"The Cold Light of Day",2012-04-04
0,"The Brothers Bloom",2008-09-09
0,"Synecdoche, New York",2008-10-24
0,"My All American",2015-11-13
0,"Marci X",2003-08-22
0,Equilibrium,2002-12-06
0,"The Children of Huang Shi",2008-07-03
0,"By the Sea",2015-11-12
0,Steamboy,2004-07-17
0,"Rapa Nui",1994-09-09
0,"Dylan Dog: Dead of Night",2011-03-16
0,"People I Know",2002-11-21
0,"The Tempest",2010-12-10
0,"Butterfly on a Wheel",2007-07-27
0,Zambezia,2012-06-05
0,"Hands of Stone",2016-08-26
0,Survivor,2015-05-21
0,"The Frozen Ground",2013-07-18
0,"The Painted Veil",2006-12-09
0,"The Baader Meinhof Complex",2008-09-24
0,"Fight Valley",2016-07-22
0,"The Devil's Double",2011-02-11
0,"The Bounty",1984-05-04
0,"Sex Drive",2008-10-16
0,"The Fall of the Roman Empire",1964-03-24
0,"Take Me Home Tonight",2011-03-04
0,"The Nutcracker",1993-11-24
0,"Kansas City",1996-08-16
0,"Fear and Loathing in Las Vegas",1998-05-22
0,"Spy Hard",1996-05-24
0,"Young Sherlock Holmes",1985-12-04
0,"Center Stage",2000-05-12
0,"Catch That Kid",2004-02-06
0,"Life as a House",2001-10-25
0,"I Love You, Beth Cooper",2009-07-10
0,"Youth in Revolt",2009-09-11
0,"The Legend of the Lone Ranger",1981-08-20
0,"Blow Out",1981-07-24
0,Getaway,2013-08-29
0,"The Ice Storm",1997-09-27
0,"Nine 1/2 Weeks",1986-02-14
0,Dragonslayer,1981-06-26
0,"Ed Wood",1994-09-27
0,"Mao's Last Dancer",2009-10-01
0,"Midnight Special",2016-02-18
0,"The White Ribbon",2009-05-21
0,"Salton Sea",2002-01-01
